CODE	ALT_CODE	USAGE	USAGE_UK	DESCRIPTION	MODIFIER_4	MODIFIER_5	QUALIFIERS	GENDER_MASK	MIN_AGE	MAX_AGE	TREE_DESCRIPTION
X73.7	X737	DEFAULT	0	Intentional self-harm by rifle, shotgun and larger firearm discharge	Farm						
X73.8	X738	DEFAULT	0	Intentional self-harm by rifle, shotgun and larger firearm discharge	Other specified places						
X73.9	X739	DEFAULT	0	Intentional self-harm by rifle, shotgun and larger firearm discharge	Unspecified place						
X74	X74	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge							
X74.0	X740	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	Home						
X74.1	X741	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	Residential institution						
X74.2	X742	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	School, other institution and public administrative area						
X74.3	X743	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	Sports and athletics area						
X74.4	X744	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	Street and highway						
X74.5	X745	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	Trade and service area						
X74.6	X746	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	Industrial and construction area						
X74.7	X747	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	Farm						
X74.8	X748	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	Other specified places						
X74.9	X749	DEFAULT	0	Intentional self-harm by other and unspecified firearm discharge	Unspecified place						
X75	X75	DEFAULT	0	Intentional self-harm by explosive material							
X75.0	X750	DEFAULT	0	Intentional self-harm by explosive material	Home						
X75.1	X751	DEFAULT	0	Intentional self-harm by explosive material	Residential institution						
X75.2	X752	DEFAULT	0	Intentional self-harm by explosive material	School, other institution and public administrative area						
X75.3	X753	DEFAULT	0	Intentional self-harm by explosive material	Sports and athletics area						
X75.4	X754	DEFAULT	0	Intentional self-harm by explosive material	Street and highway						
X75.5	X755	DEFAULT	0	Intentional self-harm by explosive material	Trade and service area						
X75.6	X756	DEFAULT	0	Intentional self-harm by explosive material	Industrial and construction area						
X75.7	X757	DEFAULT	0	Intentional self-harm by explosive material	Farm						
X75.8	X758	DEFAULT	0	Intentional self-harm by explosive material	Other specified places						
X75.9	X759	DEFAULT	0	Intentional self-harm by explosive material	Unspecified place						
X76	X76	DEFAULT	0	Intentional self-harm by smoke, fire and flames							
X76.0	X760	DEFAULT	0	Intentional self-harm by smoke, fire and flames	Home						
X76.1	X761	DEFAULT	0	Intentional self-harm by smoke, fire and flames	Residential institution						
X76.2	X762	DEFAULT	0	Intentional self-harm by smoke, fire and flames	School, other institution and public administrative area						
X76.3	X763	DEFAULT	0	Intentional self-harm by smoke, fire and flames	Sports and athletics area						
X76.4	X764	DEFAULT	0	Intentional self-harm by smoke, fire and flames	Street and highway						
X76.5	X765	DEFAULT	0	Intentional self-harm by smoke, fire and flames	Trade and service area						
X76.6	X766	DEFAULT	0	Intentional self-harm by smoke, fire and flames	Industrial and construction area						
X76.7	X767	DEFAULT	0	Intentional self-harm by smoke, fire and flames	Farm						
X76.8	X768	DEFAULT	0	Intentional self-harm by smoke, fire and flames	Other specified places						
X76.9	X769	DEFAULT	0	Intentional self-harm by smoke, fire and flames	Unspecified place						
X77	X77	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects							
X77.0	X770	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	Home						
X77.1	X771	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	Residential institution						
X77.2	X772	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	School, other institution and public administrative area						
X77.3	X773	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	Sports and athletics area						
X77.4	X774	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	Street and highway						
X77.5	X775	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	Trade and service area						
X77.6	X776	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	Industrial and construction area						
X77.7	X777	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	Farm						
X77.8	X778	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	Other specified places						
X77.9	X779	DEFAULT	0	Intentional self-harm by steam, hot vapours and hot objects	Unspecified place						
X78	X78	DEFAULT	0	Intentional self-harm by sharp object							
X78.0	X780	DEFAULT	0	Intentional self-harm by sharp object	Home						
X78.1	X781	DEFAULT	0	Intentional self-harm by sharp object	Residential institution						
X78.2	X782	DEFAULT	0	Intentional self-harm by sharp object	School, other institution and public administrative area						
X78.3	X783	DEFAULT	0	Intentional self-harm by sharp object	Sports and athletics area						
X78.4	X784	DEFAULT	0	Intentional self-harm by sharp object	Street and highway						
X78.5	X785	DEFAULT	0	Intentional self-harm by sharp object	Trade and service area						
X78.6	X786	DEFAULT	0	Intentional self-harm by sharp object	Industrial and construction area						
X78.7	X787	DEFAULT	0	Intentional self-harm by sharp object	Farm						
X78.8	X788	DEFAULT	0	Intentional self-harm by sharp object	Other specified places						
X78.9	X789	DEFAULT	0	Intentional self-harm by sharp object	Unspecified place						
X79	X79	DEFAULT	0	Intentional self-harm by blunt object							
X79.0	X790	DEFAULT	0	Intentional self-harm by blunt object	Home						
X79.1	X791	DEFAULT	0	Intentional self-harm by blunt object	Residential institution						
X79.2	X792	DEFAULT	0	Intentional self-harm by blunt object	School, other institution and public administrative area						
X79.3	X793	DEFAULT	0	Intentional self-harm by blunt object	Sports and athletics area						
X79.4	X794	DEFAULT	0	Intentional self-harm by blunt object	Street and highway						
X79.5	X795	DEFAULT	0	Intentional self-harm by blunt object	Trade and service area						
X79.6	X796	DEFAULT	0	Intentional self-harm by blunt object	Industrial and construction area						
X79.7	X797	DEFAULT	0	Intentional self-harm by blunt object	Farm						
X79.8	X798	DEFAULT	0	Intentional self-harm by blunt object	Other specified places						
X79.9	X799	DEFAULT	0	Intentional self-harm by blunt object	Unspecified place						
X80	X80	DEFAULT	0	Intentional self-harm by jumping from a high place							
X80.0	X800	DEFAULT	0	Intentional self-harm by jumping from a high place	Home						
X80.1	X801	DEFAULT	0	Intentional self-harm by jumping from a high place	Residential institution						
X80.2	X802	DEFAULT	0	Intentional self-harm by jumping from a high place	School, other institution and public administrative area						
X80.3	X803	DEFAULT	0	Intentional self-harm by jumping from a high place	Sports and athletics area						
X80.4	X804	DEFAULT	0	Intentional self-harm by jumping from a high place	Street and highway						
X80.5	X805	DEFAULT	0	Intentional self-harm by jumping from a high place	Trade and service area						
X80.6	X806	DEFAULT	0	Intentional self-harm by jumping from a high place	Industrial and construction area						
X80.7	X807	DEFAULT	0	Intentional self-harm by jumping from a high place	Farm						
X80.8	X808	DEFAULT	0	Intentional self-harm by jumping from a high place	Other specified places						
X80.9	X809	DEFAULT	0	Intentional self-harm by jumping from a high place	Unspecified place						
X81	X81	DEFAULT	0	Intentional self-harm by jumping or lying before moving object							
X81.0	X810	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	Home						
X81.1	X811	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	Residential institution						
X81.2	X812	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	School, other institution and public administrative area						
X81.3	X813	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	Sports and athletics area						
X81.4	X814	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	Street and highway						
X81.5	X815	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	Trade and service area						
X81.6	X816	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	Industrial and construction area						
X81.7	X817	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	Farm						
X81.8	X818	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	Other specified places						
X81.9	X819	DEFAULT	0	Intentional self-harm by jumping or lying before moving object	Unspecified place						
X82	X82	DEFAULT	0	Intentional self-harm by crashing of motor vehicle							
X82.0	X820	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	Home						
X82.1	X821	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	Residential institution						
X82.2	X822	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	School, other institution and public administrative area						
X82.3	X823	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	Sports and athletics area						
X82.4	X824	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	Street and highway						
X82.5	X825	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	Trade and service area						
X82.6	X826	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	Industrial and construction area						
X82.7	X827	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	Farm						
X82.8	X828	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	Other specified places						
X82.9	X829	DEFAULT	0	Intentional self-harm by crashing of motor vehicle	Unspecified place						
X83	X83	DEFAULT	0	Intentional self-harm by other specified means							
X83.0	X830	DEFAULT	0	Intentional self-harm by other specified means	Home						
X83.1	X831	DEFAULT	0	Intentional self-harm by other specified means	Residential institution						
X83.2	X832	DEFAULT	0	Intentional self-harm by other specified means	School, other institution and public administrative area						
X83.3	X833	DEFAULT	0	Intentional self-harm by other specified means	Sports and athletics area						
X83.4	X834	DEFAULT	0	Intentional self-harm by other specified means	Street and highway						
X83.5	X835	DEFAULT	0	Intentional self-harm by other specified means	Trade and service area						
X83.6	X836	DEFAULT	0	Intentional self-harm by other specified means	Industrial and construction area						
X83.7	X837	DEFAULT	0	Intentional self-harm by other specified means	Farm						
X83.8	X838	DEFAULT	0	Intentional self-harm by other specified means	Other specified places						
X83.9	X839	DEFAULT	0	Intentional self-harm by other specified means	Unspecified place						
X84	X84	DEFAULT	0	Intentional self-harm by unspecified means							
X84.0	X840	DEFAULT	0	Intentional self-harm by unspecified means	Home						
X84.1	X841	DEFAULT	0	Intentional self-harm by unspecified means	Residential institution						
X84.2	X842	DEFAULT	0	Intentional self-harm by unspecified means	School, other institution and public administrative area						
X84.3	X843	DEFAULT	0	Intentional self-harm by unspecified means	Sports and athletics area						
X84.4	X844	DEFAULT	0	Intentional self-harm by unspecified means	Street and highway						
X84.5	X845	DEFAULT	0	Intentional self-harm by unspecified means	Trade and service area						
X84.6	X846	DEFAULT	0	Intentional self-harm by unspecified means	Industrial and construction area						
X84.7	X847	DEFAULT	0	Intentional self-harm by unspecified means	Farm						
X84.8	X848	DEFAULT	0	Intentional self-harm by unspecified means	Other specified places						
X84.9	X849	DEFAULT	0	Intentional self-harm by unspecified means	Unspecified place						
X85	X85	DEFAULT	0	Assault by drugs, medicaments and biological substances							
X85.0	X850	DEFAULT	0	Assault by drugs, medicaments and biological substances	Home						
X85.1	X851	DEFAULT	0	Assault by drugs, medicaments and biological substances	Residential institution						
X85.2	X852	DEFAULT	0	Assault by drugs, medicaments and biological substances	School, other institution and public administrative area						
X85.3	X853	DEFAULT	0	Assault by drugs, medicaments and biological substances	Sports and athletics area						
X85.4	X854	DEFAULT	0	Assault by drugs, medicaments and biological substances	Street and highway						
X85.5	X855	DEFAULT	0	Assault by drugs, medicaments and biological substances	Trade and service area						
X85.6	X856	DEFAULT	0	Assault by drugs, medicaments and biological substances	Industrial and construction area						
X85.7	X857	DEFAULT	0	Assault by drugs, medicaments and biological substances	Farm						
X85.8	X858	DEFAULT	0	Assault by drugs, medicaments and biological substances	Other specified places						
X85.9	X859	DEFAULT	0	Assault by drugs, medicaments and biological substances	Unspecified place						
X86	X86	DEFAULT	0	Assault by corrosive substance							
X86.0	X860	DEFAULT	0	Assault by corrosive substance	Home						
X86.1	X861	DEFAULT	0	Assault by corrosive substance	Residential institution						
X86.2	X862	DEFAULT	0	Assault by corrosive substance	School, other institution and public administrative area						
X86.3	X863	DEFAULT	0	Assault by corrosive substance	Sports and athletics area						
X86.4	X864	DEFAULT	0	Assault by corrosive substance	Street and highway						
X86.5	X865	DEFAULT	0	Assault by corrosive substance	Trade and service area						
X86.6	X866	DEFAULT	0	Assault by corrosive substance	Industrial and construction area						
X86.7	X867	DEFAULT	0	Assault by corrosive substance	Farm						
X86.8	X868	DEFAULT	0	Assault by corrosive substance	Other specified places						
X86.9	X869	DEFAULT	0	Assault by corrosive substance	Unspecified place						
X87	X87	DEFAULT	0	Assault by pesticides							
X87.0	X870	DEFAULT	0	Assault by pesticides	Home						
X87.1	X871	DEFAULT	0	Assault by pesticides	Residential institution						
X87.2	X872	DEFAULT	0	Assault by pesticides	School, other institution and public administrative area						
X87.3	X873	DEFAULT	0	Assault by pesticides	Sports and athletics area						
X87.4	X874	DEFAULT	0	Assault by pesticides	Street and highway						
X87.5	X875	DEFAULT	0	Assault by pesticides	Trade and service area						
X87.6	X876	DEFAULT	0	Assault by pesticides	Industrial and construction area						
X87.7	X877	DEFAULT	0	Assault by pesticides	Farm						
X87.8	X878	DEFAULT	0	Assault by pesticides	Other specified places						
X87.9	X879	DEFAULT	0	Assault by pesticides	Unspecified place						
X88	X88	DEFAULT	0	Assault by gases and vapours							
X88.0	X880	DEFAULT	0	Assault by gases and vapours	Home						
X88.1	X881	DEFAULT	0	Assault by gases and vapours	Residential institution						
X88.2	X882	DEFAULT	0	Assault by gases and vapours	School, other institution and public administrative area						
X88.3	X883	DEFAULT	0	Assault by gases and vapours	Sports and athletics area						
X88.4	X884	DEFAULT	0	Assault by gases and vapours	Street and highway						
X88.5	X885	DEFAULT	0	Assault by gases and vapours	Trade and service area						
X88.6	X886	DEFAULT	0	Assault by gases and vapours	Industrial and construction area						
X88.7	X887	DEFAULT	0	Assault by gases and vapours	Farm						
X88.8	X888	DEFAULT	0	Assault by gases and vapours	Other specified places						
X88.9	X889	DEFAULT	0	Assault by gases and vapours	Unspecified place						
X89	X89	DEFAULT	0	Assault by other specified chemicals and noxious substances							
X89.0	X890	DEFAULT	0	Assault by other specified chemicals and noxious substances	Home						
X89.1	X891	DEFAULT	0	Assault by other specified chemicals and noxious substances	Residential institution						
X89.2	X892	DEFAULT	0	Assault by other specified chemicals and noxious substances	School, other institution and public administrative area						
X89.3	X893	DEFAULT	0	Assault by other specified chemicals and noxious substances	Sports and athletics area						
X89.4	X894	DEFAULT	0	Assault by other specified chemicals and noxious substances	Street and highway						
X89.5	X895	DEFAULT	0	Assault by other specified chemicals and noxious substances	Trade and service area						
X89.6	X896	DEFAULT	0	Assault by other specified chemicals and noxious substances	Industrial and construction area						
X89.7	X897	DEFAULT	0	Assault by other specified chemicals and noxious substances	Farm						
X89.8	X898	DEFAULT	0	Assault by other specified chemicals and noxious substances	Other specified places						
X89.9	X899	DEFAULT	0	Assault by other specified chemicals and noxious substances	Unspecified place						
X90	X90	DEFAULT	0	Assault by unspecified chemical or noxious substance							
X90.0	X900	DEFAULT	0	Assault by unspecified chemical or noxious substance	Home						
X90.1	X901	DEFAULT	0	Assault by unspecified chemical or noxious substance	Residential institution						
X90.2	X902	DEFAULT	0	Assault by unspecified chemical or noxious substance	School, other institution and public administrative area						
X90.3	X903	DEFAULT	0	Assault by unspecified chemical or noxious substance	Sports and athletics area						
X90.4	X904	DEFAULT	0	Assault by unspecified chemical or noxious substance	Street and highway						
X90.5	X905	DEFAULT	0	Assault by unspecified chemical or noxious substance	Trade and service area						
X90.6	X906	DEFAULT	0	Assault by unspecified chemical or noxious substance	Industrial and construction area						
X90.7	X907	DEFAULT	0	Assault by unspecified chemical or noxious substance	Farm						
X90.8	X908	DEFAULT	0	Assault by unspecified chemical or noxious substance	Other specified places						
X90.9	X909	DEFAULT	0	Assault by unspecified chemical or noxious substance	Unspecified place						
X91	X91	DEFAULT	0	Assault by hanging, strangulation and suffocation							
X91.0	X910	DEFAULT	0	Assault by hanging, strangulation and suffocation	Home						
X91.1	X911	DEFAULT	0	Assault by hanging, strangulation and suffocation	Residential institution						
X91.2	X912	DEFAULT	0	Assault by hanging, strangulation and suffocation	School, other institution and public administrative area						
X91.3	X913	DEFAULT	0	Assault by hanging, strangulation and suffocation	Sports and athletics area						
X91.4	X914	DEFAULT	0	Assault by hanging, strangulation and suffocation	Street and highway						
X91.5	X915	DEFAULT	0	Assault by hanging, strangulation and suffocation	Trade and service area						
X91.6	X916	DEFAULT	0	Assault by hanging, strangulation and suffocation	Industrial and construction area						
X91.7	X917	DEFAULT	0	Assault by hanging, strangulation and suffocation	Farm						
X91.8	X918	DEFAULT	0	Assault by hanging, strangulation and suffocation	Other specified places						
X91.9	X919	DEFAULT	0	Assault by hanging, strangulation and suffocation	Unspecified place						
X92	X92	DEFAULT	0	Assault by drowning and submersion							
X92.0	X920	DEFAULT	0	Assault by drowning and submersion	Home						
X92.1	X921	DEFAULT	0	Assault by drowning and submersion	Residential institution						
X92.2	X922	DEFAULT	0	Assault by drowning and submersion	School, other institution and public administrative area						
X92.3	X923	DEFAULT	0	Assault by drowning and submersion	Sports and athletics area						
X92.4	X924	DEFAULT	0	Assault by drowning and submersion	Street and highway						
X92.5	X925	DEFAULT	0	Assault by drowning and submersion	Trade and service area						
X92.6	X926	DEFAULT	0	Assault by drowning and submersion	Industrial and construction area						
X92.7	X927	DEFAULT	0	Assault by drowning and submersion	Farm						
X92.8	X928	DEFAULT	0	Assault by drowning and submersion	Other specified places						
X92.9	X929	DEFAULT	0	Assault by drowning and submersion	Unspecified place						
X93	X93	DEFAULT	0	Assault by handgun discharge							
X93.0	X930	DEFAULT	0	Assault by handgun discharge	Home						
X93.1	X931	DEFAULT	0	Assault by handgun discharge	Residential institution						
X93.2	X932	DEFAULT	0	Assault by handgun discharge	School, other institution and public administrative area						
X93.3	X933	DEFAULT	0	Assault by handgun discharge	Sports and athletics area						
X93.4	X934	DEFAULT	0	Assault by handgun discharge	Street and highway						
X93.5	X935	DEFAULT	0	Assault by handgun discharge	Trade and service area						
X93.6	X936	DEFAULT	0	Assault by handgun discharge	Industrial and construction area						
X93.7	X937	DEFAULT	0	Assault by handgun discharge	Farm						
X93.8	X938	DEFAULT	0	Assault by handgun discharge	Other specified places						
X93.9	X939	DEFAULT	0	Assault by handgun discharge	Unspecified place						
X94	X94	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge							
X94.0	X940	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	Home						
X94.1	X941	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	Residential institution						
X94.2	X942	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	School, other institution and public administrative area						
X94.3	X943	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	Sports and athletics area						
X94.4	X944	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	Street and highway						
X94.5	X945	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	Trade and service area						
X94.6	X946	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	Industrial and construction area						
X94.7	X947	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	Farm						
X94.8	X948	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	Other specified places						
X94.9	X949	DEFAULT	0	Assault by rifle, shotgun and larger firearm discharge	Unspecified place						
X95	X95	DEFAULT	0	Assault by other and unspecified firearm discharge							
X95.0	X950	DEFAULT	0	Assault by other and unspecified firearm discharge	Home						
X95.1	X951	DEFAULT	0	Assault by other and unspecified firearm discharge	Residential institution						
X95.2	X952	DEFAULT	0	Assault by other and unspecified firearm discharge	School, other institution and public administrative area						
X95.3	X953	DEFAULT	0	Assault by other and unspecified firearm discharge	Sports and athletics area						
X95.4	X954	DEFAULT	0	Assault by other and unspecified firearm discharge	Street and highway						
X95.5	X955	DEFAULT	0	Assault by other and unspecified firearm discharge	Trade and service area						
X95.6	X956	DEFAULT	0	Assault by other and unspecified firearm discharge	Industrial and construction area						
X95.7	X957	DEFAULT	0	Assault by other and unspecified firearm discharge	Farm						
X95.8	X958	DEFAULT	0	Assault by other and unspecified firearm discharge	Other specified places						
X95.9	X959	DEFAULT	0	Assault by other and unspecified firearm discharge	Unspecified place						
X96	X96	DEFAULT	0	Assault by explosive material							
X96.0	X960	DEFAULT	0	Assault by explosive material	Home						
X96.1	X961	DEFAULT	0	Assault by explosive material	Residential institution						
X96.2	X962	DEFAULT	0	Assault by explosive material	School, other institution and public administrative area						
X96.3	X963	DEFAULT	0	Assault by explosive material	Sports and athletics area						
X96.4	X964	DEFAULT	0	Assault by explosive material	Street and highway						
X96.5	X965	DEFAULT	0	Assault by explosive material	Trade and service area						
X96.6	X966	DEFAULT	0	Assault by explosive material	Industrial and construction area						
X96.7	X967	DEFAULT	0	Assault by explosive material	Farm						
X96.8	X968	DEFAULT	0	Assault by explosive material	Other specified places						
X96.9	X969	DEFAULT	0	Assault by explosive material	Unspecified place						
X97	X97	DEFAULT	0	Assault by smoke, fire and flames							
X97.0	X970	DEFAULT	0	Assault by smoke, fire and flames	Home						
X97.1	X971	DEFAULT	0	Assault by smoke, fire and flames	Residential institution						
X97.2	X972	DEFAULT	0	Assault by smoke, fire and flames	School, other institution and public administrative area						
X97.3	X973	DEFAULT	0	Assault by smoke, fire and flames	Sports and athletics area						
X97.4	X974	DEFAULT	0	Assault by smoke, fire and flames	Street and highway						
X97.5	X975	DEFAULT	0	Assault by smoke, fire and flames	Trade and service area						
X97.6	X976	DEFAULT	0	Assault by smoke, fire and flames	Industrial and construction area						
X97.7	X977	DEFAULT	0	Assault by smoke, fire and flames	Farm						
X97.8	X978	DEFAULT	0	Assault by smoke, fire and flames	Other specified places						
X97.9	X979	DEFAULT	0	Assault by smoke, fire and flames	Unspecified place						
X98	X98	DEFAULT	0	Assault by steam, hot vapours and hot objects							
X98.0	X980	DEFAULT	0	Assault by steam, hot vapours and hot objects	Home						
X98.1	X981	DEFAULT	0	Assault by steam, hot vapours and hot objects	Residential institution						
X98.2	X982	DEFAULT	0	Assault by steam, hot vapours and hot objects	School, other institution and public administrative area						
X98.3	X983	DEFAULT	0	Assault by steam, hot vapours and hot objects	Sports and athletics area						
X98.4	X984	DEFAULT	0	Assault by steam, hot vapours and hot objects	Street and highway						
X98.5	X985	DEFAULT	0	Assault by steam, hot vapours and hot objects	Trade and service area						
X98.6	X986	DEFAULT	0	Assault by steam, hot vapours and hot objects	Industrial and construction area						
X98.7	X987	DEFAULT	0	Assault by steam, hot vapours and hot objects	Farm						
X98.8	X988	DEFAULT	0	Assault by steam, hot vapours and hot objects	Other specified places						
X98.9	X989	DEFAULT	0	Assault by steam, hot vapours and hot objects	Unspecified place						
X99	X99	DEFAULT	0	Assault by sharp object							
X99.0	X990	DEFAULT	0	Assault by sharp object	Home						
X99.1	X991	DEFAULT	0	Assault by sharp object	Residential institution						
X99.2	X992	DEFAULT	0	Assault by sharp object	School, other institution and public administrative area						
X99.3	X993	DEFAULT	0	Assault by sharp object	Sports and athletics area						
X99.4	X994	DEFAULT	0	Assault by sharp object	Street and highway						
X99.5	X995	DEFAULT	0	Assault by sharp object	Trade and service area						
X99.6	X996	DEFAULT	0	Assault by sharp object	Industrial and construction area						
X99.7	X997	DEFAULT	0	Assault by sharp object	Farm						
X99.8	X998	DEFAULT	0	Assault by sharp object	Other specified places						
X99.9	X999	DEFAULT	0	Assault by sharp object	Unspecified place						
Y00	Y00	DEFAULT	0	Assault by blunt object							
Y00.0	Y000	DEFAULT	0	Assault by blunt object	Home						
Y00.1	Y001	DEFAULT	0	Assault by blunt object	Residential institution						
Y00.2	Y002	DEFAULT	0	Assault by blunt object	School, other institution and public administrative area						
Y00.3	Y003	DEFAULT	0	Assault by blunt object	Sports and athletics area						
Y00.4	Y004	DEFAULT	0	Assault by blunt object	Street and highway						
Y00.5	Y005	DEFAULT	0	Assault by blunt object	Trade and service area						
Y00.6	Y006	DEFAULT	0	Assault by blunt object	Industrial and construction area						
Y00.7	Y007	DEFAULT	0	Assault by blunt object	Farm						
Y00.8	Y008	DEFAULT	0	Assault by blunt object	Other specified places						
Y00.9	Y009	DEFAULT	0	Assault by blunt object	Unspecified place						
Y01	Y01	DEFAULT	0	Assault by pushing from high place							
Y01.0	Y010	DEFAULT	0	Assault by pushing from high place	Home						
Y01.1	Y011	DEFAULT	0	Assault by pushing from high place	Residential institution						
Y01.2	Y012	DEFAULT	0	Assault by pushing from high place	School, other institution and public administrative area						
Y01.3	Y013	DEFAULT	0	Assault by pushing from high place	Sports and athletics area						
Y01.4	Y014	DEFAULT	0	Assault by pushing from high place	Street and highway						
Y01.5	Y015	DEFAULT	0	Assault by pushing from high place	Trade and service area						
Y01.6	Y016	DEFAULT	0	Assault by pushing from high place	Industrial and construction area						
Y01.7	Y017	DEFAULT	0	Assault by pushing from high place	Farm						
Y01.8	Y018	DEFAULT	0	Assault by pushing from high place	Other specified places						
Y01.9	Y019	DEFAULT	0	Assault by pushing from high place	Unspecified place						
Y02	Y02	DEFAULT	0	Assault by pushing or placing victim before moving object							
Y02.0	Y020	DEFAULT	0	Assault by pushing or placing victim before moving object	Home						
Y02.1	Y021	DEFAULT	0	Assault by pushing or placing victim before moving object	Residential institution						
Y02.2	Y022	DEFAULT	0	Assault by pushing or placing victim before moving object	School, other institution and public administrative area						
Y02.3	Y023	DEFAULT	0	Assault by pushing or placing victim before moving object	Sports and athletics area						
Y02.4	Y024	DEFAULT	0	Assault by pushing or placing victim before moving object	Street and highway						
Y02.5	Y025	DEFAULT	0	Assault by pushing or placing victim before moving object	Trade and service area						
Y02.6	Y026	DEFAULT	0	Assault by pushing or placing victim before moving object	Industrial and construction area						
Y02.7	Y027	DEFAULT	0	Assault by pushing or placing victim before moving object	Farm						
Y02.8	Y028	DEFAULT	0	Assault by pushing or placing victim before moving object	Other specified places						
Y02.9	Y029	DEFAULT	0	Assault by pushing or placing victim before moving object	Unspecified place						
Y03	Y03	DEFAULT	0	Assault by crashing of motor vehicle							
Y03.0	Y030	DEFAULT	0	Assault by crashing of motor vehicle	Home						
Y03.1	Y031	DEFAULT	0	Assault by crashing of motor vehicle	Residential institution						
Y03.2	Y032	DEFAULT	0	Assault by crashing of motor vehicle	School, other institution and public administrative area						
Y03.3	Y033	DEFAULT	0	Assault by crashing of motor vehicle	Sports and athletics area						
Y03.4	Y034	DEFAULT	0	Assault by crashing of motor vehicle	Street and highway						
Y03.5	Y035	DEFAULT	0	Assault by crashing of motor vehicle	Trade and service area						
Y03.6	Y036	DEFAULT	0	Assault by crashing of motor vehicle	Industrial and construction area						
Y03.7	Y037	DEFAULT	0	Assault by crashing of motor vehicle	Farm						
Y03.8	Y038	DEFAULT	0	Assault by crashing of motor vehicle	Other specified places						
Y03.9	Y039	DEFAULT	0	Assault by crashing of motor vehicle	Unspecified place						
Y04	Y04	DEFAULT	0	Assault by bodily force							
Y04.0	Y040	DEFAULT	0	Assault by bodily force	Home						
Y04.1	Y041	DEFAULT	0	Assault by bodily force	Residential institution						
Y04.2	Y042	DEFAULT	0	Assault by bodily force	School, other institution and public administrative area						
Y04.3	Y043	DEFAULT	0	Assault by bodily force	Sports and athletics area						
Y04.4	Y044	DEFAULT	0	Assault by bodily force	Street and highway						
Y04.5	Y045	DEFAULT	0	Assault by bodily force	Trade and service area						
Y04.6	Y046	DEFAULT	0	Assault by bodily force	Industrial and construction area						
Y04.7	Y047	DEFAULT	0	Assault by bodily force	Farm						
Y04.8	Y048	DEFAULT	0	Assault by bodily force	Other specified places						
Y04.9	Y049	DEFAULT	0	Assault by bodily force	Unspecified place						
Y05	Y05	DEFAULT	0	Sexual assault by bodily force							
Y05.0	Y050	DEFAULT	0	Sexual assault by bodily force	Home						
Y05.1	Y051	DEFAULT	0	Sexual assault by bodily force	Residential institution						
Y05.2	Y052	DEFAULT	0	Sexual assault by bodily force	School, other institution and public administrative area						
Y05.3	Y053	DEFAULT	0	Sexual assault by bodily force	Sports and athletics area						
Y05.4	Y054	DEFAULT	0	Sexual assault by bodily force	Street and highway						
Y05.5	Y055	DEFAULT	0	Sexual assault by bodily force	Trade and service area						
